country,category,mean_q1d,mean_q1e,mean_q1f,mean_q1g,mean_q2d,mean_q2e,mean_q2f,mean_q2g,sd_q1d,sd_q1e,sd_q1f,sd_q1g,sd_q2d,sd_q2e,sd_q2f,sd_q2g,n,upper_q1d,lower_q1d,upper_q1e,lower_q1e,upper_q1f,lower_q1f,upper_q1g,lower_q1g,upper_q2d,lower_q2d,upper_q2e,lower_q2e,upper_q2f,lower_q2f,upper_q2g,lower_q2g
Trinidad and Tobago,Financially Insecured,39,34.27065026362039,40.86021505376344,43.26750448833034,49.9151103565365,38.92857142857143,38.10375670840787,38.240574506283664,48.81569029897672,47.50319336670072,49.20165329749408,49.58919624866447,50.042426821380026,48.8024227172362,48.60767492002335,48.641171887065454,606,42.88668365787097,35.11331634212903,38.05283349659847,30.488467030642312,44.77762891476567,36.94280119276121,47.215774347594845,39.31923462906583,53.899466233420185,45.93075447965282,42.81419872745588,35.04294412968698,41.973878273865274,34.23363514295047,42.11336308543263,34.3677859271347
Trinidad and Tobago,Financially Secured,46.68587896253602,39.1566265060241,42.769230769230774,49.24012158054711,44.73684210526316,32.91925465838509,33.95061728395062,33.641975308641975,49.96208854070724,48.88372836184802,49.550687737615256,50.07037822500374,49.79507318164732,47.06514013859053,47.42741594162088,47.321522902715266,348,51.93524713887049,41.43651078620156,44.292694582805716,34.02055842924248,47.975374285697185,37.56308725276436,54.500867432218506,43.979375728875716,49.96866247412168,39.505021736404636,37.86424907464016,27.974260242130022,38.93367494229643,28.967559625604817,38.613907100060224,28.67004351722372
Venezuela,Financially Insecured,27.21518987341772,35.388739946380696,46.78055190538765,42.49667994687915,57.59162303664922,49.25975773889636,41.94857916102841,50.67567567567568,44.534963945070665,47.84955822193445,49.929059571506045,49.466653308006435,49.452687138842194,50.02819780027446,49.38091045215926,50.02924939009258,791,30.31881268067256,24.11156706616288,38.72335542732803,32.05412446543336,50.26008695614104,43.301016854634256,45.94399010064183,39.04936979311647,61.03795989398795,54.14528617931048,52.74620169089543,45.77331378689729,45.389913931420516,38.50724439063631,54.162192912524546,47.18915843882681
Venezuela,Financially Secured,26.190476190476193,33.81642512077295,45.14563106796117,41.17647058823529,70.3883495145631,53.5,45.68527918781726,55.32994923857868,44.07216683718093,47.423163411300386,49.885020532242436,49.33636669949972,45.76551753571012,50.002512499687526,49.94039750142391,49.84176765072072,210,32.15136234462224,20.229590036330144,40.23054311067271,27.402307130873186,51.89272224885296,38.398539887069376,47.84935477478761,34.50358640168297,76.57826617611003,64.19843285301617,60.26298230429751,46.73701769570249,52.43986026159478,38.930698114039735,62.071190343989905,48.58870813316745
Antigua and Barbuda,Female,66.26984126984127,83.2618025751073,90.55793991416309,88.54625550660793,11.646586345381527,4.326923076923077,4.166666666666666,5.339805825242718,47.372964989821945,37.41202496863754,29.304250295698164,31.91666862184599,32.14288284730319,20.39534014586547,20.029048671808514,22.537363404586724,261,72.01717458927456,60.52250795040798,87.80066514568774,78.72294000452685,94.11315952437039,87.00272030395578,92.41841620111074,84.67409481210512,15.54619156558754,7.746981125175514,6.801305206196438,1.8525409476497154,6.596609964764394,1.7367233685689385,8.07406026034483,2.6055513901406058
Antigua and Barbuda,Male,75.73221757322176,86.52173913043478,96.52173913043478,88.20960698689956,12.831858407079647,2.7027027027027026,0,1.7045454545454544,42.96015654189034,34.2236027305978,18.362838791717415,32.32007814286118,33.51865885804629,16.260222311279172,0,12.981005103862087,239,81.17878614960378,70.28564899683974,90.86067115972794,82.18280710114162,98.84981399763441,94.19366426323515,92.30720662733545,84.11200734646367,17.08141634061949,8.582300473539803,4.7642039404656975,0.6412014649397078,0,0,3.350301433567751,0.05878947552315772
Argentina,Female,36.883116883116884,32.975871313672926,42.318059299191376,30.238726790450926,50.39370078740157,57.994579945799465,46.97802197802198,66.75603217158177,48.31159012348631,47.075687822732824,49.47307400352879,45.99024279580593,50.06419418269776,49.42374421553181,49.97729027452458,47.17203697516209,386,41.70274746099386,32.063486305239906,37.67220658074033,28.27953604660552,47.25356110402767,37.38255749435508,34.82677657097132,25.65067700993053,55.38817355310752,45.39922802169562,62.92516054323971,53.06399934835922,51.9638250905019,41.99221886554206,71.4619793624135,62.05008498075003
Argentina,Male,35.84905660377358,35.1123595505618,44.19263456090651,31.521739130434785,54.670329670329664,51.84135977337111,44.537815126050425,61.53846153846154,48.020478378522974,47.79933129410198,49.73209193592666,46.52349399416331,49.84992462396493,50.03700665017243,49.77050533027462,48.717391058697,373,40.72241260098053,30.97570060656663,39.96327244627291,30.261446654850683,49.23969357975193,39.145575542061096,36.243173737568554,26.800304523301012,59.72934693399705,49.61131240666228,56.91936304769839,46.76335649904383,49.588772526420556,39.486857725680295,66.48254368634704,56.59437939057603
Bahamas,Female,35.10204081632653,34.59915611814346,34.59915611814346,46.41350210970464,64.34426229508196,38.88888888888889,40.909090909090914,31.07569721115538,47.82663573765077,47.6697199768855,47.6697199768855,49.97675208658458,47.99670264596987,48.8468167797809,49.26850811741901,46.37281797574902,254,40.98382446215468,29.22025717049838,40.46164205378968,28.736670182497242,40.46164205378968,28.736670182497242,52.55970994056554,40.267294278843735,70.24696099681191,58.441563593352015,44.896135764083624,32.88164201369416,46.96819794913004,34.84998386905179,36.77868840369716,25.3727060186136
Bahamas,Male,47.47899159663865,52.83018867924528,41.55251141552511,49.34497816593886,53.278688524590166,36.62551440329218,38.75,34.22222222222222,50.04164489154414,50.03798968122759,49.394134133347514,50.105229037133,49.99494003945473,48.27747459153984,48.819752158699245,47.55114205895702,246,53.73244754002042,41.225535653256884,59.08318784913913,46.577189509351435,47.725051153853585,35.379971677196636,55.60637990434794,43.083576427529785,59.526307994460396,47.031069054719936,42.658510742046445,30.59251806453791,44.85076207432641,32.64923792567359,40.16445239006833,28.279992054376116
Barbados,Female,56.809338521400775,62.20472440944882,61.811023622047244,68.8715953307393,41.015625,28.063241106719367,26.58730158730159,31.2,49.630811120224116,48.583303396291214,48.68089727421182,46.39221221374988,49.28253628165804,45.01988044725672,44.2676160431049,46.42392403590595,257,62.87727300021604,50.74140404258551,68.14458908461972,56.26485973427792,67.76282026535225,55.85922697874225,74.54357404086795,63.19961662061064,47.04097889523545,34.99027110476455,33.56743655773292,22.559045655705816,31.999524108352727,21.17507906625045,36.87585584319788,25.524144156802116
Barbados,Male,58.43621399176955,60.08230452674898,60.74380165289256,68.72427983539094,32.92181069958848,23.651452282157674,19.421487603305785,31.914893617021278,49.384884147896166,49.074001882696635,48.933273039760294,46.457326315492786,47.08992252403256,42.5826021785747,39.64149552012966,46.71418358670517,243,64.64557591033679,52.2268520732023,66.2525779563586,53.91203109713934,66.89638067391442,54.5912226318707,74.56554802583504,62.88301164494685,38.84261777880213,27.001003620374824,29.00553568082055,18.297368883494798,24.40577372495771,14.437201481653858,37.78845751466187,26.041329719380684
Bolivia,Female,24.248496993987974,17.10794297352342,27.586206896551722,20.73170731707317,65.59356136820925,62.704918032786885,54.378818737270876,66.66666666666666,42.90161496976012,37.696242410649575,44.74016188824505,40.57972428625382,47.55408422209785,48.40854346586024,49.85868887727548,47.1887270042767,500,28.008989348730697,20.48800463924525,20.41216430616312,13.80372164088372,31.507854994165005,23.66455879893844,24.288676979953866,17.174737654192473,69.761860633401,61.4252621030175,66.94811395293843,58.46172211263535,58.74912550713602,50.00851196740573,70.80294095971377,62.53039237361954
Bolivia,Male,18.67469879518072,18.712273641851105,28.37022132796781,19.02834008097166,70.70707070707071,64.70588235294117,56.23721881390593,70.38539553752535,39.01001525442591,39.04029801647641,45.124824172556515,39.292258119785615,45.556667680448406,47.83700206054517,49.660249025077995,45.7019945582396,500,22.094077394938964,15.255320195422478,22.13430664273741,15.2902406409648,32.325586561412244,24.414856094523376,22.47245835866776,15.584221803275558,74.70028869293525,66.71385272120618,68.89898046007049,60.51278424581186,60.5901315638119,51.884306063999965,74.39135198587569,66.37943908917502
Brazil,Female,47.58620689655172,46.63212435233161,55.26770293609672,55.729166666666664,48.44827586206897,43.103448275862064,37.71626297577855,41.66666666666667,49.98481098577391,49.92958090436518,49.76473206168316,49.71385512414369,50.01905419797406,49.56483852284044,48.50959752682919,49.34351637951689,586,51.63331977524185,43.53909401786159,50.674765425100055,42.58948327956316,59.29699671673585,51.23840915545759,59.754341101746945,51.70399223158638,52.498161305911786,44.39839041822615,47.116557305584614,39.090339246139514,41.64393246215073,33.78859348940637,45.66185593878848,37.671477394544866
Brazil,Male,54.03846153846153,53.371868978805395,52.69230769230769,55.27831094049904,48.46153846153846,42.217898832684824,39.88212180746562,42.96875,49.884630497415166,49.93430489727011,49.97553870297683,49.76839908928981,50.02444933577246,49.438791883953954,49.01375604973816,49.55156044825574,523,58.31381461704609,49.763108459876975,57.65147939269001,49.09225856492078,56.97545204192385,48.409163342691535,59.54370242763545,51.01291945336263,52.74887468793938,44.17420223513754,46.455041394931854,37.980756270437794,44.082836751742875,35.68140686318837,47.215557371302395,38.721942628697605
Colombia,Female,26.522593320235753,23.904382470119522,31.451612903225808,29.62226640159046,73.5812133072407,72.04724409448819,69.13827655310621,71.54150197628458,44.1887725384888,42.69249959505515,46.4791652837494,45.704494940885176,44.13318478547988,44.9209444993916,46.23863062075261,45.16630717557297,513,30.34651797792184,22.698668662549665,27.59882548180513,20.209939458433915,35.473739248608894,27.42948655784272,33.57735578587497,25.66717701730595,77.40032761679569,69.76209899768571,75.93452806844685,68.15996012052953,73.13958796347248,65.13696514273994,75.45001868275936,67.6329852698098
Colombia,Male,24.123711340206185,21.940928270042196,25.678496868475992,23.858921161825727,77.89256198347107,74.42348008385744,73.48643006263048,74.375,42.82755584803438,41.42836467396856,43.73164859628845,42.66638962723813,41.53998331382075,43.674850392086476,44.18669174769089,43.70169567182607,487,27.92748687530865,20.31993580510372,25.62043313287637,18.26142340720802,29.562570375507438,21.794423361444547,27.64838254531223,20.069459778339223,81.58198037611389,74.20314359082825,78.30250899716171,70.54445117055317,77.41091871763025,69.5619414076307,78.25641320576001,70.49358679423999
Costa Rica,Female,45.69138276553106,44.42105263157895,47.47899159663865,42.462845010615716,34.21052631578947,30.555555555555557,28.902953586497894,38.94736842105263,49.864001247124925,49.74016429443422,49.988941722744336,49.48120424985989,47.48955485163454,46.11352613290577,45.37905971949315,48.8145047487104,506,50.03616423663774,41.34660129442438,48.75504386355455,40.08706139960336,51.83465945972924,43.12332373354806,46.774272373361335,38.1514176478701,38.34841603241912,30.07263659915983,34.57354827372305,26.53756283738807,32.85695031588922,24.948956857106563,43.20070450417882,34.69403233792644
Costa Rica,Male,49.19678714859438,46.8041237113402,49.57446808510638,42.946058091286304,31.451612903225808,29.606625258799173,27.422680412371136,33.40292275574113,50.04381812083831,49.949279889426506,50.051463783809204,49.551346717925114,46.4791652837494,45.69938891151881,44.65844553120222,47.21430789602571,499,53.58771433698032,44.805859960208444,51.18675595928723,42.421491463393174,53.966066116578894,45.18287005363387,47.29377502606344,38.598341156509164,35.52977156899949,27.373454237452123,33.616365058821636,25.59688545877671,31.34108612235343,23.50427470238884,37.545584047509315,29.260261463972945
Dominica,Female,48.818897637795274,42.21311475409836,44.44444444444444,45.23809523809524,34.83606557377049,27.22772277227723,29.577464788732392,21.93877551020408,50.08473725886835,49.49144324898432,49.78928596496724,49.87177639526768,47.74302968205956,44.62377413077032,45.74653156411052,41.48915615546954,254,54.97838562960696,42.65940964598359,48.29963865486159,36.12659085333514,50.56759744087534,38.32129144801355,51.37139301800077,39.104797458189715,40.70756723503326,28.96456391250772,32.71561421288029,21.739831331674168,35.203434440520475,23.95149513694431,27.041167438690536,16.836383581717627
Dominica,Male,28.04878048780488,23.868312757201647,37.02127659574468,42.5531914893617,52.96610169491526,32.743362831858406,37.333333333333336,33.77777777777778,45.01534498613785,42.71584886006203,48.38922028085367,49.54787398762882,50.01802776334044,47.03186225170467,48.47679857416329,47.4006898349106,246,33.67412468376498,22.423436291844776,29.20630033753575,18.530325176867542,43.06823723856012,30.97431595292924,48.744943334078236,36.361439644645166,59.21660632302649,46.71559706680403,38.620701180021555,26.866024483695252,43.39123820070405,31.27542846596262,39.70120667806569,27.85434887748987
Dominican Republic,Female,28.937007874015748,35.6,41.01010101010101,42.25352112676056,51.896207584830336,39.878542510121456,39.27125506072874,41.05691056910569,45.39169836628582,47.92947390633321,49.23493520998557,49.44604538188383,50.01397010425009,49.01448046480241,48.88488053864519,49.2437804338129,511,32.87270848139933,25.00130726663217,39.75573918478535,31.444260815214655,45.27903060261775,36.74117141758427,46.54075508905567,37.96628716446545,56.23268362784092,47.55973154181975,44.12835750887445,35.62872751136846,43.509833059623794,35.03267706183369,45.326607089365666,36.78721404884571
Dominican Republic,Male,32.78688524590164,35.96673596673597,41.90871369294606,44.6985446985447,51.75257731958764,37.68115942028986,41.70124481327801,36.92946058091287,46.99184769320421,48.040249352658,49.39223097903411,49.76991412534637,50.020869803156764,48.50894811048509,49.3577247049761,48.311523779052465,491,36.94348154765795,28.630288944145317,40.21606712941735,31.71740480405459,46.27763244590323,37.53979493998889,49.10087087100678,40.296218526082626,56.177101415593846,47.32805322358143,41.971948657489634,33.390370183090084,46.06711136339197,37.335378263164046,41.20278693282098,32.656134229004756
Ecuador,Female,30.632411067193676,18.82591093117409,25.95573440643863,17.706237424547282,60.44176706827309,70.39999999999999,57.31462925851704,72.12121212121212,46.1422172719225,39.13152079275628,43.88334577726199,38.210608819262184,48.94670882006118,45.69481406094272,49.51170408883081,44.885656060542075,509,34.64103799982108,26.623784134566275,22.225480293870568,15.426341568477612,29.7681208104092,22.14334800246806,21.02580212431713,14.386672724777435,64.69403552956702,56.18949860697915,74.36975856722769,66.43024143277229,61.61598195080598,53.01327656622809,76.02067470474138,68.22174953768287
Ecuador,Male,36.17886178861789,20.412371134020617,28.09917355371901,18.275154004106774,55.306122448979586,65.1639344262295,56.79012345679012,70.99391480730223,48.100714522780635,40.34759933699487,44.99485223994007,38.68600860860049,49.768463533034286,47.693987008938905,49.587839226568285,45.42511441709019,496,40.412042034806056,31.945681542429718,23.96322608885899,16.861516179182246,32.05901742655924,24.13932968087878,21.679778011682245,14.870529996531303,59.68607561186657,50.9261692860926,69.36131996761426,60.96654888484474,61.15418048895017,52.42606642463007,74.99162459059856,66.9962050240059
Grenada,Female,55.118110236220474,49.789029535864984,58.97435897435898,52.892561983471076,30.672268907563026,19.51219512195122,18,16.203703703703702,49.835557915792556,50.105374194858086,49.29345629267956,50.01971423015396,46.210508831605686,39.72646790882321,38.51515397122457,36.9340730716318,254,61.24695381906681,48.98926665337414,55.951055485672924,43.62700358605704,65.03653417436749,52.91218377435047,59.0440533562232,46.74107061071895,36.355299104419736,24.989238710706317,24.397809291728294,14.626580952174145,22.736645161226832,13.263354838773168,20.745905420717396,11.66150198669001
Grenada,Male,33.739837398373986,38.2716049382716,45.45454545454545,48.57142857142857,54.04255319148936,13.488372093023257,10.7981220657277,11.013215859030836,47.37860317861984,48.705306873701794,49.896157727991415,50.08190013679069,49.94268400637923,34.23965297900348,31.108780478698005,31.37462479784278,246,39.66050623886869,27.81916855787928,44.3580653534657,32.185144523077504,51.68982058933117,39.21927031975974,54.829915012972116,42.31294212988502,60.28364248431761,47.80146389866111,17.767131551968603,9.20961263407791,14.685631930711075,6.910612200744326,14.933946968862841,7.092484749198832
Guyana,Female,34,39.6,42.68292682926829,50.607287449392715,62.96296296296296,48.760330578512395,50.20576131687243,48.559670781893004,47.46590405957492,49.004548596355114,49.56254627267811,50.0978273421191,48.390058856579735,50.088225033706216,50.102775031365496,50.08240666883339,252,39.860538968502695,28.1394610314973,45.6505129391903,33.5494870608097,48.80233484569804,36.56351881283854,56.79278576008134,44.42178913870409,68.93760584053642,56.988320085389496,54.94464330759763,42.57601784942716,56.39187051080887,44.019652122935994,54.74326512680868,42.37607643697733
Guyana,Male,34.15637860082305,43.27731092436975,46.21848739495798,51.028806584362144,70.7112970711297,51.0548523206751,53.191489361702125,55.601659751037346,47.521289601016434,49.65041067808074,49.961868947800824,50.092591885357805,45.604210677346614,50.0946682994626,50.0045460744741,49.78862651818266,248,40.07088421907413,28.241872982571966,49.45680721686306,37.09781463187644,52.43674782246481,40.000226967451155,57.263336804947116,44.79427636377717,76.38720280794084,65.03539133431858,57.289640972017985,44.82006366933222,59.41506138970631,46.96791733369794,61.798358404192115,49.40496109788258
Haiti,Female,40.476190476190474,26.31578947368421,32.800000000000004,35.34136546184739,54.077253218884124,58.77192982456141,57.89473684210527,55.65217391304348,49.182271655451885,44.12414896671436,47.04266200155738,47.899255160202536,49.94076704569452,49.332823662674116,49.48142862069101,49.78785448047294,260,46.454494287243236,34.49788666513771,31.6792580376241,20.95232090974432,38.51822561381836,27.081774386181653,41.163713434647555,29.519017489047222,60.147755208864446,48.0067512289038,64.7685338403067,52.77532580881613,63.9094043908463,51.88006929336424,61.70408876297004,49.600259063116916
Haiti,Male,49.59349593495935,35.41666666666667,40.32921810699588,41.1522633744856,49.7907949790795,54.04255319148936,56.9620253164557,60.25104602510461,50.10028105316482,47.925951134950665,49.157096061380294,49.31252025547748,50.104493321917,49.94268400637923,49.617719046106295,49.0405824587436,247,55.84159284412618,43.34539902579252,41.393598948491665,29.439734384841678,46.45968870533049,34.19874750866127,47.302117205934564,35.002409543036634,56.03941720792155,43.54217275023745,60.270995887142504,47.81411049583622,63.14994104257519,50.77410959033621,66.36698600075194,54.13510604945728
Jamaica,Female,28.169014084507044,33.056133056133056,35.26970954356847,41.942148760330575,60.60606060606061,41.66666666666667,42.55765199161425,39.40677966101695,45.02763046929337,47.09050427119668,47.830585856401584,49.397495769866026,48.91159880445185,49.3521000999227,49.49492089573712,48.916799642576194,506,32.09238985977346,24.24563830924063,37.15925244698543,28.953013665280686,39.43731418787191,31.102104899265022,46.246282383228696,37.638015137432454,64.86785674942644,56.34426446269478,45.96684484554295,37.36648848779039,46.870274521762454,38.245029461466046,43.669028967076336,35.14453035495756
Jamaica,Male,29.38775510204082,36.17463617463618,37.31958762886598,41.52892561983471,62.80487804878049,49.48024948024948,49.57983193277311,46.835443037974684,45.600208232640206,48.10061786161835,48.41528905940387,49.32816956582671,48.38174043080103,50.04935194323329,50.05083660663752,49.95247560791485,495,33.40492590688967,25.370584297191968,40.41208168767165,31.937190661600702,41.58475424226182,33.05442101547014,45.87451285104897,37.18333838862045,67.06708918068645,58.542666916874516,53.889369596592445,45.07112936390652,53.989082841204834,45.17058102434139,51.236028790089826,42.43485728585954
Peru,Female,26.81992337164751,22.456813819577732,27.184466019417474,20.27027027027027,60.34816247582205,64.38356164383562,59.68688845401174,70.65637065637065,44.34468621365576,41.76986580131065,44.534284343204526,40.24014379274335,48.964813556044525,47.933385596479624,49.10073483241988,45.57767688810082,529,30.59886184898513,23.040984894309886,26.016332818298118,18.897294820857347,30.979561554751424,23.389370484083525,23.699430349999705,16.841110190540835,64.52081615277193,56.17550879887217,68.46831972075302,60.298803566918224,63.87112498755709,55.5026519204664,74.54038138248707,66.77235993025424
Peru,Male,29.63709677419355,23.684210526315788,23.935091277890468,23.32657200811359,62.52545824847251,62.244897959183675,56.23721881390593,65.2439024390244,45.711760028329536,42.55755527325217,42.712070677345174,42.33395161285971,48.455079803031495,48.52698556163547,49.660249025077995,47.668037678349165,500,33.64390920373805,25.630284344649052,27.41454471896589,19.953876333665686,27.678969342867784,20.19121321291315,27.037306475765202,19.61583754046198,66.77273325842692,58.278183238518096,66.4984757867752,57.99132013159214,60.5901315638119,51.884306063999965,69.42219016505454,61.06561471299425
St. Kitts and Nevis,Female,15.6,11.952191235059761,34.13654618473896,28.000000000000004,73.30677290836654,54.400000000000006,46.963562753036435,60.97560975609756,36.358323817846355,32.50497969818291,47.51228013713414,44.98995871905384,44.32405119056948,49.905935615300855,50.00905089076406,48.87993844390295,252,20.08910386909497,11.11089613090503,15.965528892180876,7.938853577938646,40.00281113308186,28.27028123639606,33.55483797239833,22.445162027601675,78.77939234732656,67.83415346940652,60.56180574725741,48.2381942527426,53.138099977805396,40.78902552826747,67.01073727982416,54.94048223237097
St. Kitts and Nevis,Male,15.32258064516129,12.033195020746888,13.414634146341465,20.647773279352226,65.58704453441295,43.290043290043286,55.78512396694215,50,36.09334465709683,32.602641408828234,34.15042996215858,40.559920356560156,47.60482137835923,49.65531483876875,49.76712684809983,50.102775031365496,248,19.814762813367977,10.830398476954604,16.090923828220486,7.97546621327329,17.66500090980061,9.164267382882318,25.69586601502496,15.59968054367949,71.5119465280685,59.66214254075741,49.4701499549862,37.109936625100374,61.97914676848256,49.591101165401746,56.235797616204486,43.764202383795514
St. Lucia,Female,50.199203187250994,39.38053097345133,42.47787610619469,48.18181818181818,51.821862348178136,30.046948356807512,32,29.30232558139535,50.09950258597933,48.967711553920154,49.540662956158485,50.080881033393844,50.068252681703015,45.95421893890762,46.76467334823193,45.62112095082046,252,56.38490833760947,44.01349803689252,45.42649570215345,33.334566244749205,48.59458222466707,36.36116998772231,54.36522415897552,41.99841220466084,58.00370912302682,45.64001557332945,35.72084199044717,24.373054723167854,37.773959138387625,26.226040861612375,34.93509214122926,23.66955902156144
St. Lucia,Male,51.417004048582996,48.497854077253216,54.811715481171554,58.189655172413794,49.193548387096776,24.242424242424242,27.350427350427353,29.74137931034483,50.08139913136681,50.08502464460838,49.872380291623564,49.43138386392889,50.094595119957475,42.94801833978942,44.671296626646715,45.81085160195337,248,57.650141217613196,45.183866879552795,54.73144247811269,42.26426567639374,61.018838139392784,48.60459282295032,64.34189136035765,52.03741898446994,55.42832793050934,42.95876884368421,29.587739950312816,18.89710853453567,32.91022248837772,21.790632212476986,35.44300360235109,24.03975501833857
St. Vincent and the Grenadines,Female,19.758064516129032,17.42738589211618,46.186440677966104,36.099585062240664,51.28205128205128,48.23008849557522,40.99099099099099,45.70135746606335,39.89792055051153,38.01342850740994,49.96031602246478,48.12888988428651,50.09070676211995,50.07958268366372,49.2928262924776,49.9279612675175,257,24.636041770118105,14.88008726213996,22.074962433618623,12.779809350613741,52.29466090090112,40.07822045503109,41.98389248668573,30.215277637795598,57.40621326469188,45.15788929941068,54.35289043235547,42.10728655879496,47.01760295777574,34.96437902420623,51.80562195003971,39.59709298208699
St. Vincent and the Grenadines,Male,30.165289256198346,22.844827586206897,26.609442060085836,33.05084745762712,37.1900826446281,35.406698564593306,44.54545454545455,35.42600896860987,45.99266531952668,42.07406445231129,44.28655996148091,47.13960208131951,48.431380048860106,47.93778172226964,49.81493355225194,47.93645047821511,243,35.94813373373558,24.382444778661114,28.1349704725835,17.554684699830293,32.17777098651665,21.041113133655028,38.977900949209086,27.12379396604516,43.27955662290938,31.10060866634682,41.43411042194259,29.37928670724402,50.80888832104007,38.28202076986902,41.45325344324116,29.398764493978582
Suriname,Female,24.6031746031746,30.735930735930733,32.27272727272727,37.38738738738739,59.07172995780591,29.953917050691242,28.22966507177033,25.24271844660194,43.15543654082476,46.24015250157697,46.85855703025056,48.49241600846405,49.274214583715306,45.91152618788113,45.1197645629297,43.54632319488652,254,29.910487922613733,19.29586128373547,36.422606550978024,25.049254920883442,38.0354553040168,26.50999924143775,43.35104958160572,31.423725193169066,65.1315387867043,53.01192112890751,35.600177962041606,24.307656139340875,33.77855407925986,22.6807760642808,30.598103529688522,19.88733336351536
Suriname,Male,30.081300813008134,37.4468085106383,40.36697247706422,46.18834080717489,50.83333333333333,30.414746543778804,30.434782608695656,28.57142857142857,45.954652625091356,48.501832069828474,49.17619231224634,49.96665959075213,50.09753388118311,46.11091061591585,46.12461327041903,45.287077380330594,248,35.80082259825165,24.36177902776462,43.483352566596224,31.410264454680373,46.48744749272448,34.24649746140397,52.40719747869968,39.9694841356501,57.0684786353338,44.59818803133286,36.153716218008235,24.675776869549374,36.17545771700999,24.694107500381325,34.20786385862262,22.93499328423452
Trinidad and Tobago,Female,42.71653543307087,34.303534303534306,40,46.088794926004226,45.84178498985801,33.11965811965812,32.696390658174096,33.26271186440678,49.51542666199547,47.521742479795584,49.0414446273684,49.89956588015341,49.8774037509714,47.114723966546755,46.960272568532766,47.16541392998094,511,47.0097851197408,38.423285746400936,38.42392101461125,30.183147592457356,44.252152934428636,35.747847065571364,50.4153515169901,41.76223833501835,50.166420006890455,41.51714997282557,37.20475417038384,29.03456206893239,36.768094954837885,28.624686361510307,37.35220300337676,29.173220725436806
Trinidad and Tobago,Male,41.9753086419753,38.12636165577342,43.30357142857143,45.494505494505496,50,41.387024608501115,41.163310961968676,40.044742729306485,49.40269418972525,48.62270461402221,49.60494297476374,49.851403337096066,50.0526039072368,49.30776516636286,49.26807510840454,49.05380740070451,490,46.349609655247654,37.60100762870295,42.4315994479543,33.82112386359255,47.69578031265604,38.91136254448682,49.90853690933188,41.080474079679114,54.43184647273512,45.56815352726488,45.75292024773682,37.02112896926541,45.525692293663226,36.800929630274126,44.38815198941109,35.70133346920188
Venezuela,Female,28.180039138943247,34.89795918367347,47.89579158316633,42.799188640973625,60.32388663967612,51.98329853862212,41.89473684210526,52.609603340292274,45.03174123248886,47.713461763472615,50.005834622670676,49.52902408671743,48.972157054879794,50.0128825744578,49.39069115819913,49.98405594792715,512,32.080714714224264,24.279363563662233,39.03092694861095,30.764991418735995,52.227326016337805,43.56425714999485,47.089421468639166,38.508955813308084,64.5658833216738,56.08188995767845,56.31544346947011,47.651153607774134,46.17298719117326,37.61648649303726,56.93925129201069,48.27995538857386
Venezuela,Male,26.060606060606062,35.39445628997868,45.56962025316456,42.12765957446808,59.75103734439834,47.87234042553192,43.0406852248394,50.21551724137932,43.94093804266352,47.87028469975711,49.855948994805146,49.428985488790154,49.09090647679852,50.0079383980813,49.56640811339233,50.05350157615608,495,29.931602713562356,22.18960940764977,39.6116104997706,31.177302080186752,49.961702449986774,41.17753805634234,46.48212822965143,37.77319091928474,64.07572277732586,55.426351911470825,52.27781219703266,43.466868654031174,47.407260187797945,38.674110261880855,54.62500292149653,45.8060315612621
Antigua and Barbuda,Dark Skin,67.46031746031747,80.32786885245902,93.22033898305084,87.28813559322035,15.079365079365079,5.9405940594059405,2.8846153846153846,5.154639175257731,47.03932836147231,39.915912157366,25.246861730411872,33.452633101918046,35.927616825969,23.756187312857346,16.818452471614478,22.225801544500765,130,75.54653661211766,59.374098308517276,87.18954874015128,73.46618896476676,97.56035964147756,88.88031832462411,93.03875601849906,81.53751516794163,21.255443551919107,8.90328660681105,10.024362759222623,1.8568253595892577,5.775764072677851,-0.006533303447081806,8.975329401363398,1.3339489491520644
Antigua and Barbuda,Light Skin,72.05479452054794,86.51026392961877,93.6231884057971,88.75739644970415,11.174785100286533,2.73972602739726,2,3.1578947368421053,44.93459545197817,34.21159134821406,24.469428867606247,31.63582213039674,31.55083191558908,16.351825478773154,14.023391829177733,17.51839021006956,370,76.63342974839193,67.47615929270395,89.9962727780781,83.02425508115945,96.11651426956678,91.12986254202741,91.98094588218633,85.53384701722196,14.389674408256056,7.95989579231701,4.40590424539592,1.0735478093986004,3.428921195285983,0.5710788047140172,4.942940707416446,1.3728487662677644
Argentina,Dark Skin,36.62162162162162,34.31372549019608,43.36158192090395,31.001371742112482,52.53772290809328,54.6742209631728,45.46742209631728,63.80027739251041,48.20954001420953,47.508967567028726,49.592389955341645,46.281641962349646,49.969842727092576,49.816330325734924,49.82943603975487,48.09116400627565,743,40.0881491407526,33.155094102490644,37.72987804896482,30.897572931427334,46.92754385435106,39.795619987456845,34.32927293025417,27.673470553970798,56.130825743943966,48.94462007224259,58.25628542438483,51.09215650196077,49.05042892948089,41.88441526315367,67.25829303434517,60.34226175067565
